jai geli baibi aise me uttu ili habi seme gama me gene fi ,	nv nv nv verb e nv verb e comp verb e verb e mark
ahūta de komso ,	nv cm nv mark
jai geli nikan i tungse i juleri ,	nv nv nv cm nv cm nv mark
jušen ,	nv mark
suwe dulin gai ∅ ,	pn nv verb e mark
mao_jiyanggiyūn si ,	nn pn mark
dele abka bi ,	nv nv verb mark
monggo i bagadarhan i nadan boigon uka me ji he .	nv cm nn cm nv nv verb e verb e mark
beye buce kini ,	nv verb e mark
juwete yan aisin bu he ,	nv nv nv verb e mark
kiyoo ca ra jaha be ,	nv verb e nv cm mark
jeku ,	nv mark
jai emu minggan niyalma bu fi dasabu ha ,	nv nv nv nv verb e verb e mark
gung erdemu be tuwa me uji mbi ,	nv nv cm verb e verb e mark
emu niyalma i ehe de geren gūtubu mbi se re ,	nv nv cm nv cm nv verb e verb e mark
muse jai geli emu ba be seole ki ,	pn nv nv nv nv cm verb e mark
emu bejang tuta fi uhereme kadala ∅ ,	nv nv verb e nv verb e mark
wan_lii i te he aniya ninggun biya i juwan duin de baha ha ,	nn cm verb e nv nv nv cm nv nv cm verb e mark
korcin i hatan_baturu_beile i nangsu_lama i juwe bandi ,	nn cm nn cm nn cm nv nv mark
cooha ilibu rakū ,	nv verb e mark
eji ,	nn mark
okdo me daha rakū ci ,	verb e verb e e mark
○ juwan duin de ,	mark nv nv cm mark
dosi me gene re orin funce me karun i niyalma ,	verb e verb e nv verb e nv cm nv mark
hai_si tun_ho_wei i du_jy_hūi_ciyanši jaingge i omolo karka ,	nn nn cm nv nn cm nv nn mark
han de ilan jergi niyakūra fi ,	nv cm nv nv verb e mark
orin duin haha ,	nv nv nv mark
jakūta de emu feye ,	nv cm nv nv mark
han ,	nv mark
min i te he boo de buce ki seme hendu he manggi ,	pn cm verb e nv cm verb e comp verb e nv mark
muke juwe re hehe ,	nv verb e nv mark
beile se i yamun de šun gabta me yamula ∅ ,	nv nv cm nv cm nv verb e verb e mark
ice han de mao_wen_lung acana ra jaka de halbu hakū ,	nv nv cm nn verb e nv cm verb e mark
nikan maituša me wa ha ,	nv verb e verb e mark
emu pu de eksingge i jergi emte niyalma be ejen ara fi tebu me ji fi ,	nv nv cm nn cm nv nv nv cm nv verb e verb e verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
tere gene he cooha yalu_giyang be bitu me wesi fi ,	nv verb e nv nn cm verb e verb e mark
baita be tuwa me weilebu mbi ,	nv cm verb e verb e mark
emteli bi me uji ci ojo rakū kiyangkiyan sa be inu dayabu ∅ ,	nv verb e verb e verb e nv nv cm nv verb e mark
tucinu ∅ ,	verb e mark
amba gurun ambula jobo mbi dere ,	nv nv nv verb e ptcl mark
lio_fujiyang ,	nn mark
akiran de emu feye baha ha seme ,	nn cm nv nv verb e comp mark
liyoodung be ,	nn cm mark
matun i dolo keremu i dalda de ili ha ,	nv cm nv nv cm nv cm verb e mark
debsiku emte ,	nv nv mark
fujisa ,	nv mark
hecen i dorgi be gaibu fi tulesi tuci me nukci ke manggi ,	nv cm nv cm verb e nv verb e verb e nv mark
○ orin emu de ,	mark nv nv cm mark
fusi_efu ,	nn mark
ulin be ume mamgiya ra ,	nv cm nv verb e mark
emu ciyandzung de duin niyalma ,	nv nv cm nv nv mark
hashū ergi duin gūsa de ,	nv nv nv nv cm mark
barda i hoton be gai ha ,	nn cm nv cm verb e mark
○ unege ,	mark nn mark
tai niyalma be benji fi wa ha seme ,	nv nv cm verb e verb e comp mark
bata kimun seme gida rakū ,	nv nv comp verb e mark
ilaci jergi iogi obu ha .	nv nv nv verb e mark
cahar i gungtu_beile i niyalma jase dosi me jeku gaji ha be baha ha ngge ,	nn cm nn cm nv nv verb e nv verb e cm verb e nmlz mark
ere aisin be gercile ki seme geodebu me benji hebi dere seme duici_beile de tuwabu ha ,	nv nv cm verb e comp verb e verb e ptcl comp nn cm verb e mark
lio_fujiyang de hūlha me gercile me alanji ∅ ,	nn cm verb e verb e verb e mark
langse gulhun ulan_ho_wei i du_jy_hūi_ši imanju i omolo utai ,	nv nv nn cm nv nn cm nv nn mark
mucu juwe hose benji he ,	nv nv nv verb e mark
min i harangga o ho gurun be ainu daila mbi seme ,	pn cm nv verb e nv cm nv verb e comp mark
emu tanggū nadanju haha ,	nv nv nv nv mark
jide re de suru morin yalu ha bi he ,	verb e cm nv nv verb e verb e mark
abka na de aisin gurun i han ■■■ gashū re ngge ,	nv nv cm nv nv cm nv mark verb e nmlz mark
okto horon waji ha manggi ,	nv nv verb e nv mark
julergi emu jaha i sunja niyalma ,	nv nv nv cm nv nv mark
ere hacin i okto be kice me udabu ∅ .	nv nv cm nv cm verb e verb e mark
niyaman hūncihin seme harša rakū ,	nv nv comp verb e mark
min i beye de ,	pn cm nv cm mark
ibari ,	nn mark
○ adun_age i gūsa de ,	mark nn cm nv cm mark
ice jakūn de cooha i morin simne fi ,	nv nv cm nv cm nv verb e mark
buce he ba de ,	verb e nv cm mark
suwen de jete re jeku ,	pn cm verb e nv mark
abka i boco sohon soro fi ,	nv cm nv nv verb e mark
○ lafa i jasitan i tokso ,	mark nn cm nn cm nv mark
beile se ci fusihūn ,	nv nv cm nv mark
guwangning ci nadan niyalma uka me nadan morin yalu fi ji he .	nn cm nv nv verb e nv nv verb e verb e mark
daidabuha ,	nn mark
ooba_hūwang_taiji be gosi ha ,	nn cm verb e mark
yarha haya me gecuheri buri me jibca ,	nv verb e nv verb e nv mark
olji bargiya ra karma ra niyalma be tucibu fi boo de unggi he ,	nv verb e verb e nv cm verb e nv cm verb e mark
guli_šan_wei i du_jy_hūi_ciyanši uyaha i omolo saimbolot ,	nn cm nv nn cm nv nn mark
ilan minggan nadan tanggū uyunju juwe ,	nv nv nv nv nv nv mark
abka na de gashū ha gisun be goida hakū efule me ,	nv nv cm verb e nv cm verb e verb e mark
○ mangko be ,	mark nn cm mark
gebu minggan .	nv nv mark
han i pai be gai fi ,	nv cm nv cm verb e mark
hūwang_gu_doo de jušen i cooha gūsin ,	nn cm nv cm nv nv mark
eye i dorgi de ,	nv cm nv cm mark
○ ineku tere inenggi ,	mark nv nv nv mark
○ orin ninggun de ,	mark nv nv cm mark
gebu tonggor .	nv nn mark
geren i duile fi ala rakū ,	nv cm verb e verb e mark
han de isina fi ,	nv cm verb e mark
hai_si hosi_wei i du_jy_hūi_ši tobono i jui saosi ,	nn nn cm nv nn cm nv nn mark
suwen i nene me unggi he bithe de ,	pn cm verb e verb e nv cm mark
siji ha gūlha ,	verb e nv mark
fusi_efu be gene fi dacila ∅ ,	nn cm verb e verb e mark
tondo mujilen i bahana ra i teile akūmbu ki ,	nv nv cm verb e cm nv verb e mark
jakūnju morin ,	nv nv mark
emu niyalma be benji he ,	nv nv cm verb e mark
○ budai be ,	mark nn cm mark
in i hamuk cooha fakca ra ngge ,	pn cm nv nv verb e nmlz mark
julge i_yen ,	nv nn mark
jaha i jakūn niyalma be baha fi wa ha .	nv cm nv nv cm verb e verb e mark
sahaliyan_bayan isinji ha .	nn verb e mark
○ juwan ninggun de ,	mark nv nv cm mark
bata kimun seme gida rakū ,	nv nv comp verb e mark
an_šan ci erde tuci fi gene re de ,	nn cm nv verb e verb e cm mark
beiguwan i hergen de baha ra šang be nakabu ha ,	nv cm nv cm verb e nv cm verb e mark
○ juwan jakūn de ,	mark nv nv cm mark
○ jai mukūn i uyuci tatan ,	mark nv nv cm nv nv mark
gai ha aika jaka be bederebu me bu ∅ seme tanggūdai_age ,	verb e nv nv cm verb e verb e comp nn mark
yaya hafasa jide re be sa ci ,	nv nv verb e cm verb e mark
ulin somi ha tetun be doola me tuwa mbi seme ,	nv verb e nv cm verb e verb e comp mark
niru i bošo ro beiguwan bi kini .	nv cm verb e nv verb e mark
juwe sejen i siden de ,	nv nv cm nv cm mark
dada ,	nn mark
jori ha jurgan be jurce rakū seme beiguwan obu ha .	verb e nv cm verb e comp nv verb e mark
ša_ho de gin_iogi te hebi ,	nn cm nn verb e mark
suwe inu farhūn kai ,	pn nv nv ptcl mark
jerde be ,	nv cm mark
tamse benji he niyalma i jalin de ,	nv verb e nv cm nv cm mark
yamsina ,	nn mark
dzung_bing_guwan ,	nv mark
jušen nikan hafasa cen i cisu i hūlha me gaji ∅ se he de ,	nv nv nv pn cm nv cm verb e verb e verb e cm mark
wesibu fi iogi hergen bu he .	verb e nv nv verb e mark
( dayabu ∅ se re ngge ,	mark verb e verb e nmlz mark
aika baita o ci ,	nv nv verb e mark
ba be waliya fi bai me ji he gung ,	nv cm verb e verb e verb e nv mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
meruge ,	nn mark
subahai_gufu de afabu fi ,	nn cm verb e mark
dule jalan hala me enteheme abka i hūturi isi fi banji re niyalma kai ,	nv nv verb e nv nv cm nv verb e verb e nv ptcl mark
cang_diyan i šeo_pu in i cisu i acana habi seme alanji ha ,	nn cm nv pn cm nv cm verb e comp verb e mark
ilata ihan ,	nv nv mark
da tolo ho ci emu tumen emu minggan fulu ,	nv verb e cm nv nv nv nv nv mark
ice inenggi bira i cargi dalin de cooha sabu mbi seme alanji fi ,	nv nv nv cm nv nv cm nv verb e comp verb e mark
ai sain ,	nv nv mark
○ wanju be ,	mark nn cm mark
ama jui adali ,	nv nv nv mark
ninggureme šurde me tuwa fi ,	nv verb e verb e mark
tuttu jobo me banji ha be abka gosi fi ,	nv verb e verb e cm nv verb e mark
yaya weile be hūdun waji ci sain kai ,	nv nv cm nv verb e nv ptcl mark
kūbai ,	nn mark
julge ci ebsi ,	nv cm nv mark
han ama ,	nv nv mark
ula de simhun sacibu ha seme uyun yan i weile waliya mbi ,	nv cm nv verb e comp nv nv cm nv verb e mark
jaisai_beile be jafa ha dain de ,	nn cm verb e nv cm mark
geren beidesi be wakala me ,	nv nv cm verb e mark
duin ulgiyan i yali ,	nv nv cm nv mark
tumei de dai_darhan butaci de jasaktu_dureng ,	nn cm nn nn cm nn mark
bon ,	nv mark
ilan tanggū gūsin ilan angga .	nv nv nv nv nv mark
mao_wen_lung ni takūra ha giyansi be suwe emke ainu tucibu rakū ,	nn cm verb e nv cm pn nv nv verb e mark
juwe deo ,	nv nv mark
○ ice duin de ,	mark nv nv cm mark
moro sunjata ,	nv nv mark
○ juwan uyun de ,	mark nv nv cm mark
doro i niru i gabta ∅ ,	nv cm nv cm verb e mark
šun tuhe re ergi ci ,	nv verb e nv cm mark
ice tere ba de gene he bi he ,	nv nv nv cm verb e verb e mark
du_tang adun_age ,	nv nn mark
hebte de tofohon yan ,	nv cm nv nv mark
baha hakū niyalma de šangna ki ,	verb e nv cm verb e mark
tere šanggiyan siren i šun dekde re ergi de ,	nv nv nv cm nv verb e nv cm mark
gosi re doro be ume lashala ra ,	verb e nv cm nv verb e mark
hai_si oke_wei i du_jy_hūi_tungjy uncaltu i omolo behede ,	nn nn cm nv nn cm nv nn mark
tuttu akū muse ekisaka amasi bedere ci ,	nv nv pn nv nv verb e mark
abka i emgeri bu he doro be aljabu rahū seme ,	nv cm nv verb e nv cm verb e comp mark
liyoodung ni hoton de te me tokto ho .	nn cm nv cm verb e verb e mark
adun i gese doro be efule re weile ara ci ,	nv cm nv nv cm verb e nv verb e mark
emu minggan cooha be darhan_hiya gai fi juleri jura ka ,	nv nv nv cm nn verb e nv verb e mark
halhan isi rakū ci ,	nv verb e e mark
hošo i beile se ci fusihūn ,	nv cm nv nv cm nv mark
suwen i monggo gurun i gese ama jui ahūn deo seme encu akū kai ,	pn cm nv nv cm nv nv nv nv nv comp nv nv ptcl mark
jete re jeku ,	verb e nv mark
olbo i afa ra ba de isina hakū seme ,	nv cm verb e nv cm verb e comp mark
jui i gung de sunja tanggū nikan ,	nv cm nv cm nv nv nv mark
ehe_oringga_bayan ci amasi ,	nn cm nv mark
wen_wang tanggū ba i dorgi ci tuci fi juo_han i doro be baha habi ,	nn nv nv cm nv cm verb e nn cm nv cm verb e mark
gulu fulgiyan i gūsa i juwan jakūn da ,	nv nv cm nv cm nv nv nv mark
ish'ab ,	nn mark
ice ji he monggoso ili kini .	nv verb e nv verb e mark
hahasi de ninggute da boso sala me bu ∅ ,	nv cm nv nv nv verb e verb e mark
i_miyan_šan i niyalma ubaša me gene re be ,	nn cm nv verb e verb e cm mark
jakūn niyalma ,	nv nv mark
yegude i boo be ilan ubu sinda fi ,	nn cm nv cm nv nv verb e mark
bi donji fi min i cisu i jafa fi huthu fi ,	pn verb e pn cm nv cm verb e verb e mark
cahar i han be ehe seme ,	nn cm nv cm nv comp mark
cooha i agūra be gemu gama ∅ ,	nv cm nv cm nv verb e mark
abka tungken tū re gese akjan talkiyan aga bono bono me waji fi goida hakū buce he ,	nv nv verb e nv nv nv nv nv verb e verb e verb e verb e mark
lidai ,	nn mark
wan_lii i juwan emuci aniya omšon biya i juwan nadan de baha ha ,	nn cm nv nv nv nv nv cm nv nv cm verb e mark
hai_si ajin_wei i du_jy_hūi_ciyanši uli i jui alaga ,	nn nn cm nv nn cm nv nn mark
tana aisin menggun be boobai se re ngge ,	nv nv nv cm nv verb e nmlz mark
ere ci amasi dainju bi ,	nv cm nv nn verb mark
šajin be jurce me weile ara fi tanta ra erule re o ci ,	nv cm verb e nv verb e verb e verb e verb e mark
han gosi me wa ra beye be uji he ,	nv verb e verb e nv cm verb e mark
fe_ala ,	nn mark
gurun be baha fi ,	nv cm verb e mark
sure_kundulen_han ,	nn mark
guwangning ni jang_tsanjiyang hūlha me gama fi ,	nn cm nn verb e verb e mark
šanaha be baha ha baha hakū be tuwana ∅ ,	nn cm verb e verb e cm verb e mark
emu moro de arki ,	nv nv cm nv mark
min i elcin be batangga yehe de huthu fi bu fi wabu ha ,	pn cm nv cm nv nv cm verb e verb e verb e mark
abuda ,	nn mark
beile se i beye be unca ra ngge kai ,	nv nv cm nv cm verb e nmlz ptcl mark
giyaha ,	nn mark
juwe narhūn boso ,	nv nv nv mark
tu be tuwa ∅ seme hūla ra jaka de ,	nv cm verb e comp verb e nv cm mark
yangguri ,	nn mark
tere ula i cooha be gida fi ,	nv nv cm nv cm verb e mark
hing_šan de isina fi dedu he .	nn cm verb e verb e mark
abka de šanggiyan morin wa fi ,	nv cm nv nv verb e mark
wa ra beye be uji he dele ,	verb e nv cm verb e nv mark
yahican tsanjiyang ,	nn nv mark
muke dosimbu fi akdula me dasa habi seme donji fi ,	nv verb e verb e verb e comp verb e mark
juwan ilaci jergi ,	nv nv nv mark
jai amala gene he monggo i angga be bodo fi ,	nv nv verb e nv cm nv cm verb e mark
menggun sunja tanggū yan ,	nv nv nv nv mark
ninggun minggan cooha be gama me ,	nv nv nv cm verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
deo kaju be afabu ha weile be mute mbi ,	nv nn cm verb e nv cm verb e mark
meni meni boo i ulin tetun ai jaka be gemu meni meni ejen tomso me bargiya fi gai ha ,	nv nv nv cm nv nv nv nv cm nv nv nv nv verb e verb e verb e mark
dulga be olji ara ha .	nv cm nv verb e mark
cūhur ,	nn mark
tondo sijirhūn niyalma be hanci obu ∅ ,	nv nv nv cm nv verb e mark
dung_ging hecen de te he emu niru i susai uksin i morin ,	nn nv cm verb e nv nv cm nv nv cm nv mark
hūlha holo koimali jalingga akū tondo banji ki .	nv nv nv nv nv nv verb e mark
juwan uyun de wasimbu ha ,	nv nv cm verb e mark
sung_jin_jung gebungge niyalma be takūra fi medege gai ci ,	nn nv nv cm verb e nv verb e mark
han i bu re šang ni dabala ,	nv cm verb e nv cm ptcl mark
gemu haha tolo fi ,	nv nv verb e mark
sin i gūni ha ba be gebule me hendu he de ,	pn cm verb e nv cm verb e verb e cm mark
juwe ihan ,	nv nv mark
yordo ,	nn mark
hergen efuje mbi kai ,	nv verb e ptcl mark
orin niyalma acan ilibu ∅ ,	nv nv nv verb e mark
○ yegude de beri faksi be icihiya ∅ seme afabu ha ,	mark nn cm nv nv cm verb e comp verb e mark
weile he jeku i dabala ,	verb e nv cm ptcl mark
han i ilan hojihon ,	nv cm nv nv mark
emu minggan sunja tanggū gūsin ihan ,	nv nv nv nv nv nv mark
abatai_age ,	nn mark
○ duin biya i tofohon de ,	mark nv nv cm nv cm mark
lii_yoo_hiyan ere juwe šusai de gūsita yan menggun bu he ,	nn nv nv nv cm nv nv nv verb e mark
han i pai be gai fi ,	nv cm nv cm verb e mark
silun i dahū ,	nv cm nv mark
hai_jeo i tsang de sinda ∅ ,	nn cm nv cm verb e mark
han i jalukiya me bu he be gūni rakū fudasihūn yabu ci ,	nv cm verb e verb e cm verb e nv verb e mark
tere ci morohon i jai emu eyun be ,	nv cm nv cm nv nv nv cm mark
○ fulgiyan tasha aniya nadan biya i orin ilan de ,	mark nv nv nv nv nv cm nv nv cm mark
suwen i beye be gūwa wa ci inu weile akū kai seme hendu fi ,	pn cm nv cm nv verb e nv nv nv ptcl comp verb e mark
kindzung han ,	nn nv mark
juwe niyalma be takūra fi alanji ha .	nv nv cm verb e verb e mark
○ daicing_beile i nadan haha ,	mark nn cm nv nv mark
maitu dagila ra ngge ,	nv verb e nmlz mark
emu biya i on be alin be daba me muke be olo me ji he ngge ,	nv nv cm nv cm nv cm verb e nv cm verb e verb e nmlz mark
duin temen be dele benji ∅ ,	nv nv cm nv verb e mark
solho de gene he šolonggo isinji ha .	nv cm verb e nv verb e mark
ama eme i gese tuwa mbi ,	nv nv cm nv verb e mark
han i doron gida ha bithe jafabu fi ,	nv cm nv verb e nv verb e mark
hūturi isi fi amaga jalan de sain ba de banji ki seme hūturi bai mbi kai ,	nv verb e nv nv cm nv nv cm verb e comp nv verb e ptcl mark
erdemu efuje mbi ,	nv verb e mark
muse i dolo temšenu me dain o ci ,	nv cm nv verb e nv verb e mark
dolišan ,	nn mark
○ gulu šanggiyan i gūsa i ,	mark nv nv cm nv cm mark
gūwalca ,	nn mark
○ gulu šanggiyan gūsa i lang_wan_tse bithe wesimbu me ,	mark nv nv nv cm nn nv verb e mark
ere be sinda fi ,	nv cm verb e mark
hūngniyaka ,	nn mark
ere ilan beile se de gene he ula i ukanju be bi kini seme hendu he bi he ,	nv nv nv nv cm verb e nv cm nv cm verb e comp verb e verb e mark
li i ,	nv cm mark
bata kimun seme gida rakū ,	nv nv comp verb e mark
tere sunja niyalma be sinda fi unggi he .	nv nv nv cm verb e verb e mark
han i pai be gai fi hendu me ,	nv cm nv cm verb e verb e mark
jai geren buya hafan ,	nv nv nv nv mark
julge suwen i nikan i jao_hoidzung ,	nv pn cm nv cm nn mark
jaisai be tucibu mbi dere ,	nn cm verb e ptcl mark
ilan tanggū boigon ara fi gaji ha ,	nv nv nv verb e verb e mark
abka ci wasi ka aisin_gioro halangga niyalma de gala isi ka kooli be si tucibu ∅ ,	nv cm verb e nn nv nv cm nv verb e nv cm pn verb e mark
daha ha niyalma be wa ci ,	verb e nv cm verb e mark
baduri ,	nn mark
akdula ha gisun ,	verb e nv mark
○ ulgiyan wa me gene he dehi niyalma ,	mark nv verb e verb e nv nv mark
emu niru i juwanta uksin be gai fi ,	nv nv cm nv nv cm verb e mark
jirhai i beiguwan be wesibu fi iogi obu ha ,	nn cm nv cm verb e nv verb e mark
wang_dzy_deng be wesibu fi iogi obu ha ,	nn cm verb e nv verb e mark
tanggū uksin be ,	nv nv cm mark
ulhi rakū mentuhun niyalma ete he baha ha seme ehe cokto gisun be gisure rahū seme ,	verb e nv nv verb e verb e comp nv nv nv cm verb e comp mark
turgei ,	nn mark
bi okto ara mbi o ,	pn nv verb e ptcl mark
ere sunja niyalma ,	nv nv nv mark
○ ineku tere inenggi ,	mark nv nv nv mark
ahadan ,	nv mark
dehi ba de isi tala bošo me gama fi ,	nv nv cm verb e verb e verb e mark
tuttu o ci baksi sa suwen de sain kai seme jakūn dangse ara ha .	nv verb e nv nv pn cm nv ptcl comp nv nv verb e mark
han i hecen de dosi ka ,	nv cm nv cm verb e mark
irgen ,	nv mark
jeku be anggala tolo me acan jete re dabala ,	nv cm nv verb e nv verb e ptcl mark
menggetu gebungge niyalma be amasi sunja tatan i kalka i monggo i beile se de takūra me unggi he bithe i gisun ,	nn nv nv cm nv nv nv cm nv cm nv cm nv nv cm verb e verb e nv cm nv mark
hoton i matun i ninggu de beye iletu tuci fi gabta ra niyalma gemu matun ci ebu fi ,	nv cm nv cm nv cm nv nv verb e verb e nv nv nv cm verb e mark
bithe bu fi unggi he ,	nv verb e verb e mark
○ borhoi beiguwan ,	mark nn nv mark
ilan minggan ihan ,	nv nv nv mark
juwe jergi jeku gemu bu he se re jaka de ,	nv nv nv nv verb e verb e nv cm mark
jase nei ki usin tari ki seme tuwana me gene fi ,	nv verb e nv verb e comp verb e verb e mark
tere ji he kalka i monggo be bošo fi ,	nv verb e nv cm nv cm verb e mark
ice ilan de wasimbu ha ,	nv nv cm verb e mark
gurun de jeku i alban jafa ci ,	nv cm nv cm nv verb e mark
○ fa ho ,	mark nv nv mark
tsanjiyang ni hergen šajin gebungge niyalma be ,	nv cm nv nv nv nv cm mark
ciyandzung ni hergen bu he .	nv cm nv verb e mark
baita ,	nv mark
emu tanggū ihan ,	nv nv nv mark
mao_wen_lung ,	nn mark
emu yan de cifun emu jiha gai fi ,	nv nv cm nv nv nv verb e mark
ajige nimaha juwe minggan duin tanggū ,	nv nv nv nv nv nv mark
degelei_age ,	nn mark
juwe niyalma de ciyandzung ni hergen bu fi ,	nv nv cm nv cm nv verb e mark
tere mene enteheme beye de singge mbi dere ,	nv nv nv nv cm verb e ptcl mark
cooha gai fi yabu re beile se amban sa gai fi tomohoi_bira be bitu me tuwakiya me bisi re de ,	nv verb e verb e nv nv nv nv verb e nn cm verb e verb e verb e cm mark
